a garden forcing veil icon, simple flat 2D vector design, solid light green color, thin translucent fabric draped over low crops, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_voile_forcage.png
a bird netting icon, simple flat 2D vector design, solid black color, stretched mesh net with wide diamond pattern, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_filet_oiseaux.png
a slug pellet box icon, simple flat 2D vector design, solid green color, small box with scattered round pellets, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_anti_limaces.png
a tomato trellis icon, simple flat 2D vector design, solid grey color, tall rectangular metal grid panel, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_treillis_tomate.png
a garden arch icon, simple flat 2D vector design, solid grey color, tall curved metal archway, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_arche.png
a spiral tomato stake icon, simple flat 2D vector design, solid grey color, tall metal rod with spiral coil, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_tuteurs_spirales.png
a bamboo cane icon, simple flat 2D vector design, solid green color, three tall bamboo poles tied at the top in a teepee, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_rames_bambou.png
a garden compost bin icon, simple flat 2D vector design, solid dark green color, tall square bin with hinged lid, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_composteur.png
a worm composter icon, simple flat 2D vector design, solid dark green color, stacked round trays with small legs, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_lombricomposteur.png
a compost accelerator bag icon, simple flat 2D vector design, solid yellow color, standing pouch bag with powder inside, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_activateur_compost.png
a hemp mulch icon, simple flat 2D vector design, solid golden yellow color, pile of loose shredded fibers, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_paillis_chanvre.png
a pine bark mulch icon, simple flat 2D vector design, solid reddish brown color, pile of chunky bark chips, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_mulch_ecorces.png
a broadfork icon, simple flat 2D vector design, solid grey color, U-shaped handle with long downward tines, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_grelinette.png
a hoe icon, simple flat 2D vector design, solid grey color, long handle with flat angled blade, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_binette.png
a bulb planter icon, simple flat 2D vector design, solid green color, cylindrical tube tool with T-handle on top, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_plantoir.png
a transplanting trowel icon, simple flat 2D vector design, solid green color, narrow pointed scoop with short handle, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_transplantoir.png
a plant label icon, simple flat 2D vector design, solid dark grey color, small rectangular tag on a thin stake, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_etiquettes.png
a harvest basket icon, simple flat 2D vector design, solid brown color, round woven wicker basket with handle, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_panier_recolte.png
